799	84
573	84
348	84
429	84
773	84
810	84
251	84
513	84
191	84
268	84
274	84
675	84
804	84
849	84
639	84
137	83
218	83
585	83
774	83
581	83
226	83
694	83
103	83
109	83
847	83
610	83
544	83
157	83
29	83
688	83
656	82
731	82
530	82
778	82
163	82
748	82
108	82
603	82
595	82
674	82
94	82
452	82
24	82
341	82
664	82
86	82
831	82
781	82
756	82
11	82
210	82
663	82
224	82
729	81
795	81
104	81
165	81
413	81
220	81
111	81
57	81
526	81
72	81
269	81
760	81
49	81
248	81
23	81
738	81
529	81
568	81
668	81
525	81
704	81
322	80
638	80
718	80
373	80
325	80
407	80
855	80
10	80
65	80
418	80
58	80
845	79
215	79
713	79
147	79
515	79
457	79
484	79
495	79
211	79
536	79
805	79
836	79
702	79
379	79
562	79
167	79
646	79
15	79
563	78
678	78
286	78
567	78
6	78
239	78
743	78
16	78
102	78
352	78
826	78
124	78
143	78
246	78
619	78
55	78
339	78
420	78
592	78
245	78
796	78
833	78
507	78
705	78
631	78
604	78
195	77
2	77
216	77
714	77
30	77
645	77
383	77
235	77
154	77
271	77
377	77
344	77
263	77
642	77
840	77
308	77
644	77
144	77
62	77
324	77
726	77
677	76
673	76
510	76
819	76
53	76
178	76
336	76
43	76
225	76
710	76
365	76
141	76
465	76
427	75
279	75
254	75
75	75
182	75
97	75
475	75
629	75
857	75
68	75
744	75
44	75
509	75
349	75
152	75
824	75
77	75
150	75
606	74
87	74
459	74
323	74
790	74
205	74
658	74
720	74
423	74
385	74
662	74
474	74
223	74
683	74
126	74
640	74
260	73
209	73
701	73
817	73
173	73
841	73
133	72
272	72
410	72
153	72
18	72
258	72
425	72
203	72
681	72
730	72
275	72
304	71
334	71
709	71
671	71
283	71
255	71
84	71
450	71
110	71
353	71
119	71
451	71
552	71
32	71
481	71
40	70
392	70
82	70
222	70
564	70
764	69
298	69
594	69
67	69
73	69
653	68
669	68
253	68
467	68
396	68
715	68
406	68
41	67
236	67
802	67
250	67
129	66
98	66
616	66
444	66
489	66
135	66
166	65
792	65
508	65
242	64
131	64
46	63
558	63
158	63
241	63
480	62
186	62
168	61
466	60
708	60
816	58
